Data Medicao,PRECIPITACAO TOTAL, DIARIO (AUT)(mm),PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),TEMPERATURA MAXIMA, DIARIA (AUT)(°C),TEMPERATURA MEDIA, DIARIA (AUT)(°C),TEMPERATURA MINIMA, DIARIA (AUT)(°C),UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%),UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%),VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s),VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
2021-05-06,49,923.7,9,10.4,9.2,9.2,98.7,96,6.9,1.8,,,,,,,,
2021-05-07,6.6,927.3,6.7,13.1,8.6,4.4,88.8,67,6.8,1.1,,,,,,,,
2021-05-08,.2,930,8.1,15.2,10.1,6.3,88.3,67,8.5,null,,,,,,,,
2021-05-09,.2,928.6,9.1,18.7,12.2,7.9,82.4,58,11,null,,,,,,,,
2021-05-10,0,925,11.2,21.8,15.3,11.3,77.9,49,11.9,3.7,,,,,,,,
2021-05-11,16.4,923.1,10.4,16.3,10.8,9.5,97.8,78,8.1,1.7,,,,,,,,
2021-05-12,2.4,924.2,7,13.2,8.4,6.5,91.3,71,8.2,1.2,,,,,,,,
2021-05-13,.4,926.1,5.5,16.8,8.1,2.2,85.7,40,4,null,,,,,,,,
2021-05-14,.2,925.8,7.7,15.7,9.6,5.4,88.3,68,9.3,null,,,,,,,,
2021-05-15,.2,924.5,8.9,18.7,11.5,6.8,85.5,54,6.8,null,,,,,,,,
2021-05-16,.2,923.9,10.7,18.5,12.5,8.7,90,59,6.2,null,,,,,,,,
2021-05-17,.2,922.7,9.6,16,11.8,8.4,87.5,57,9.9,null,,,,,,,,
2021-05-18,.2,923.1,7.2,14.9,9.7,6.1,86.3,41,7.3,null,,,,,,,,
2021-05-19,.2,921.3,6,17,9.8,4.3,79.7,31,null,null,,,,,,,,
2021-05-20,.6,920.1,8.3,16.4,10.8,7.1,84.6,56,6.6,null,,,,,,,,
2021-05-21,3.6,917.4,12,15,12.6,8.6,96.1,87,null,null,,,,,,,,
2021-05-22,63.8,913.7,12.6,19.3,14.8,12.6,87,62,12.5,4.3,,,,,,,,
2021-05-23,0,915.6,5.4,13,8.9,6.8,78.6,65,16.7,6.7,,,,,,,,
2021-05-24,.2,919.8,4.3,11.8,7.6,5.8,80.4,62,14,null,,,,,,,,
2021-05-25,0,923.5,3.4,16.7,8.8,3.3,73.2,31,8.6,null,,,,,,,,
2021-05-26,0,923.4,5,17.9,10.8,5.1,70.2,28,8.7,1.7,,,,,,,,
2021-05-27,0,920.6,6.6,20.3,12.6,6.5,68.8,43,6.1,1.9,,,,,,,,
2021-05-28,0,913.7,11.7,19.6,14.4,11.1,84.5,66,14.3,3.3,,,,,,,,
2021-05-29,82.4,915.5,10.3,16,13.1,11.8,84.3,57,9.6,2.6,,,,,,,,
2021-05-30,1,923.5,4.2,12.5,7.2,3.5,82.9,50,10,null,,,,,,,,
2021-05-31,0,924.2,1.5,16.9,8.2,.4,66,31,7.8,1.8,,,,,,,,
2021-06-01,0,920.9,4.4,19.3,12.1,6.1,60.5,40,8.1,2.6,,,,,,,,
2021-06-02,0,919.1,10.6,19.8,14.4,10.8,77.9,63,11.6,3.1,,,,,,,,
2021-06-03,0,923.3,8.6,18.8,13.4,7.9,75.4,33,8,null,,,,,,,,
2021-06-04,0,924,11.9,23.7,17.1,11,71.5,61,8.5,3.8,,,,,,,,
2021-06-05,0,921.1,13.9,25.7,19.4,15,72,48,12.3,4.6,,,,,,,,
2021-06-06,15.6,923.5,11.7,20.9,12,11.7,98.1,67,8.4,1.4,,,,,,,,
2021-06-07,5.4,924.3,10.7,14.6,12,10.3,92.3,82,9.3,null,,,,,,,,
2021-06-08,.8,924.3,10.7,13.4,12.1,11.6,91.4,87,null,null,,,,,,,,
2021-06-09,14.6,923.5,12.1,18.9,14.3,11.4,87,70,null,null,,,,,,,,
2021-06-10,11,921.6,12.2,14.7,13.3,12.3,93.4,86,8.3,null,,,,,,,,
2021-06-11,17.8,923,8.7,13.1,11.4,10.3,84.4,59,10.9,2.7,,,,,,,,
2021-06-12,0,924.1,3.2,14,8.6,4.3,69.8,46,8,2.2,,,,,,,,
2021-06-13,0,926.2,6.6,17.6,10.8,5.4,76.5,47,4.5,1.2,,,,,,,,
2021-06-14,0,925.4,6.6,20.8,13.6,8.1,65.5,33,7.4,2.4,,,,,,,,
2021-06-15,0,925.1,9.2,13.4,10.1,8.5,94.3,75,6.7,null,,,,,,,,
2021-06-16,9,926.1,4.7,7.8,5.3,3.8,96.4,82,6.4,null,,,,,,,,
2021-06-17,2.2,927,4.9,6.2,5.1,3.8,98.8,96,3.8,1,,,,,,,,
2021-06-18,.4,927.4,6.3,11.5,6.9,3.5,95.9,79,9.5,null,,,,,,,,
2021-06-19,0,925.1,8.9,12.3,10.2,6.6,91.8,86,null,null,,,,,,,,
2021-06-20,10.4,924.3,10.2,13.1,10.7,9.7,97.1,89,5,1,,,,,,,,
2021-06-21,.6,925.1,9.5,13,10,8.8,96.7,79,9,null,,,,,,,,
2021-06-22,2,926.2,10.3,14.3,10.7,9.2,97.8,80,4.6,1.4,,,,,,,,
2021-06-23,0,925.5,8.7,15.2,11.7,9.4,82,68,16.7,null,,,,,,,,
2021-06-24,.2,916.3,10.9,16.7,13.6,10.6,84,69,19.9,7.6,,,,,,,,
2021-06-25,12.4,921.5,8.8,16.7,10.7,7.4,88.7,59,null,null,,,,,,,,
2021-06-26,4,918.2,12.1,19.2,14,8.6,88.6,74,18.3,null,,,,,,,,
2021-06-27,71.6,919,9.9,17.1,10.3,9.1,97.4,87,14.3,2.8,,,,,,,,
2021-06-28,9.6,925.1,.9,6.2,3.5,1.6,84,60,12.8,3.6,,,,,,,,
2021-06-29,0,925,-.7,2.8,1.4,.2,86.3,80,17.3,6.6,,,,,,,,
2021-06-30,.4,928.8,3.3,6.3,3.8,1.2,96.9,90,9,null,,,,,,,,
2021-07-01,0,929.4,6.2,16,9.6,3.2,81.6,55,null,null,,,,,,,,
2021-07-02,.2,927.1,5.3,15.9,10,6.6,74.6,40,12.2,null,,,,,,,,
2021-07-03,0,927.8,6.3,13.7,9,4.4,83.9,66,7.3,1.3,,,,,,,,
2021-07-04,0,928,5.6,15.8,8.2,3.5,85.5,44,null,null,,,,,,,,
2021-07-05,0,927.9,8.2,17.9,10.4,6.2,87.2,60,null,null,,,,,,,,
2021-07-06,0,927.7,7,18.1,11.7,7.1,75.6,37,12.5,null,,,,,,,,
2021-07-07,0,926.3,8.3,17.7,12,8.5,79.4,52,13,null,,,,,,,,
2021-07-08,0,925.5,9.2,17.7,12.6,8.7,80.7,58,10.2,null,,,,,,,,
2021-07-09,0,925.1,8.6,19.2,12.4,6.7,79.5,52,8.5,null,,,,,,,,
2021-07-10,0,923.5,8.3,20.1,13.7,9.6,72.5,37,12.8,4.1,,,,,,,,
2021-07-11,0,924.6,8.6,22.7,14.8,9.1,68.4,38,7.6,2,,,,,,,,
2021-07-12,0,924.6,7.3,21.2,15.9,11.4,58.2,37,10,2.8,,,,,,,,
2021-07-13,0,923.6,9.9,21.5,16.6,13.1,65.7,46,9.1,3.4,,,,,,,,
2021-07-14,0,921.8,10.5,23.1,17.3,13,65.5,41,8,2.3,,,,,,,,
2021-07-15,1.8,918.6,12.1,18.2,13.6,13.1,91.8,56,10.4,3.6,,,,,,,,
2021-07-16,10.4,922,8.1,13.8,9.3,7.3,92.8,66,9,1.4,,,,,,,,
2021-07-17,0,920.7,8.5,14.4,10.4,7.9,88.8,65,null,null,,,,,,,,
2021-07-18,2.4,922.1,-1.3,8.4,5.1,1.5,65.3,37,15.4,5.6,,,,,,,,
2021-07-19,0,925.1,1.1,9.5,4.8,2.9,77.4,54,18.5,3.6,,,,,,,,
2021-07-20,0,927.4,.4,14,6.8,.3,67.7,28,8.6,2.4,,,,,,,,
2021-07-21,0,927.9,-1.8,18.1,10.1,4.9,47.7,14,6.6,1.8,,,,,,,,
2021-07-22,0,930,.9,23.5,13.6,5.8,44.9,18,5.5,1.6,,,,,,,,
2021-07-23,0,927.7,-1.6,25.4,17.3,11.3,28.6,15,7.2,2.8,,,,,,,,
2021-07-24,0,924.9,3.1,25.1,17.7,12,38.4,24,7.3,2.8,,,,,,,,
2021-07-25,0,920.8,8.3,24.2,18,12.7,54,39,11.3,3.9,,,,,,,,
2021-07-26,0,918.6,12,23.7,18.3,16.1,68.1,47,9.9,3.8,,,,,,,,
2021-07-27,21,919.1,6.2,15.3,8.2,7.3,87.9,65,10,3.1,,,,,,,,
2021-07-28,0,922.2,-2.9,5.5,1.5,-1,73.7,47,13.9,3.6,,,,,,,,
2021-07-29,null,927,-2.4,5.6,null,-1.5,76.9,47,null,null,,,,,,,,
2021-07-30,null,930.3,-.5,9.3,null,-1.1,72.7,49,7.1,1.6,,,,,,,,
2021-07-31,0,931,.8,16.6,7.9,2.4,62.3,33,11.9,3.3,,,,,,,,
2021-08-01,0,931.7,5.8,17.4,10.2,5.4,76,41,7.2,2.2,,,,,,,,
2021-08-02,0,930.2,7.1,13.7,8.5,5.6,91.4,56,null,null,,,,,,,,
2021-08-03,0,930.8,6.3,14.6,8,2.9,90.5,60,null,null,,,,,,,,
2021-08-04,.2,932.3,8.6,14.9,10,7.4,91.5,75,null,null,,,,,,,,
2021-08-05,0,931.8,10.4,20.1,14,9.4,80.1,58,11.4,null,,,,,,,,
2021-08-06,0,930,9.1,20.2,14.2,10.6,72,54,13.4,5.3,,,,,,,,
2021-08-07,0,926.8,11.1,21.8,15.9,12.2,74.1,50,10.3,4.2,,,,,,,,
2021-08-08,0,925.1,12.3,23.9,16.5,11.7,78.2,43,7.9,2.4,,,,,,,,
2021-08-09,0,922.6,12.1,23.9,17.9,14.3,70.7,43,9.9,3,,,,,,,,
2021-08-10,15.6,922.6,11.6,17.9,11.9,11.3,97.8,77,7.9,null,,,,,,,,
2021-08-11,24.4,927.3,5.5,9.5,6.3,5,95.3,76,6.5,1.7,,,,,,,,
2021-08-12,.6,928.9,3.2,8.4,4.2,-.7,93.5,72,null,null,,,,,,,,
2021-08-13,0,928.6,7.3,16.4,10.6,3.4,81.8,58,null,null,,,,,,,,
2021-08-14,0,925.5,10,17.4,12.8,9.9,83.9,64,null,null,,,,,,,,
2021-08-15,0,923.1,11.5,18.1,12.6,10,93.2,72,null,null,,,,,,,,
2021-08-16,.2,920.8,12.1,19.7,13.6,10.4,90.6,67,null,null,,,,,,,,
2021-08-17,0,921.1,13,25.9,18.5,12.5,73,41,8.5,null,,,,,,,,
2021-08-18,7.2,922.4,14,21.5,17.1,13.2,83,62,18,3,,,,,,,,
2021-08-19,5.6,919.1,12.6,29.1,22.1,13.7,58.5,31,15.5,4.6,,,,,,,,
2021-08-20,0,919.9,11.5,24.2,17.9,12.8,67.8,41,11.2,3,,,,,,,,
2021-08-21,7,922.4,12.7,18.7,14.1,11.8,91,76,11.3,null,,,,,,,,
2021-08-22,0,916.9,9.8,27.8,21.1,12,50.8,28,13.9,4.8,,,,,,,,
2021-08-23,0,916.6,10.9,22,13.9,11.1,84,44,9,null,,,,,,,,
2021-08-24,5.4,914.8,12.3,20.7,14.8,11.1,85.3,61,11.6,3.2,,,,,,,,
2021-08-25,37.4,913.3,15.3,18.6,16.5,12.8,92.5,80,12.5,2.7,,,,,,,,
2021-08-26,54.8,917.8,9.7,16.7,10,6.9,98.1,92,10.7,2.1,,,,,,,,
2021-08-27,1.2,925.2,7,16,9.7,4.5,84.9,57,9.8,1.2,,,,,,,,
2021-08-28,.2,927.5,5.1,20.5,12.3,5.8,66.6,24,11.7,3.6,,,,,,,,
2021-08-29,0,928.7,10.7,19.9,14.1,10.4,80.9,61,10.5,3.4,,,,,,,,
2021-08-30,0,927.7,10.9,22.1,15.2,11,77.6,48,11.5,null,,,,,,,,
2021-08-31,0,926.8,10.2,22.8,16.6,12.7,68.7,40,11.8,4.7,,,,,,,,
2021-09-01,0,925,10.1,24,16.7,11.7,67.3,33,10.2,3.6,,,,,,,,
2021-09-02,0,922,11.4,25,18.6,14,64.8,37,9.2,3.2,,,,,,,,
2021-09-03,0,920.6,13.1,18.6,15.9,14.2,83.6,62,6.7,2,,,,,,,,
2021-09-04,.6,920.4,11.9,18.5,13.2,9.7,91.7,67,9.7,1.5,,,,,,,,
2021-09-05,8.6,919.6,13.3,15.8,14.1,10.7,95.1,89,11.7,null,,,,,,,,
2021-09-06,.2,922.1,11.1,19,13.2,7.5,87.5,67,null,null,,,,,,,,
2021-09-07,11.2,919.9,12.2,14.4,13.4,12.5,92.9,83,13.2,3.7,,,,,,,,
2021-09-08,59,914.3,14.4,18.2,16,12.8,90.3,83,20.4,null,,,,,,,,
2021-09-09,12.4,916.8,9.6,18.9,14.7,10.3,73.8,42,15.4,null,,,,,,,,
2021-09-10,0,920.3,7.1,17,11.7,8.8,73.8,56,15.1,4.6,,,,,,,,
2021-09-11,0,923,9.2,18.1,12.3,9.4,82.4,50,9,null,,,,,,,,
2021-09-12,0,921.4,13,27.3,17.8,9.8,75.7,47,8.9,null,,,,,,,,
2021-09-13,0,915.8,15.5,22.8,18.6,18.4,83.7,62,12,3.8,,,,,,,,
2021-09-14,40.6,915.8,15.9,19.4,17,15.2,93.8,76,null,null,,,,,,,,
2021-09-15,9.8,925.1,7.6,15.3,10.3,6.9,84.9,59,8.7,1.7,,,,,,,,
2021-09-16,0,929.1,7,14.7,10.1,5.8,82.3,60,6,null,,,,,,,,
2021-09-17,0,925.4,10.8,14,12,9,92.5,76,9.9,null,,,,,,,,
2021-09-18,12.4,920.8,13.7,20.4,14.9,10.7,92.8,78,9,1.4,,,,,,,,
2021-09-19,0,919.6,17.2,27,19.8,13.9,86.1,57,8.8,null,,,,,,,,
2021-09-20,4.6,917.9,17.7,24.3,20.1,17,86.6,67,12.2,null,,,,,,,,
2021-09-21,10.8,923.2,11.6,20.2,12.3,10.5,95.9,80,8.6,null,,,,,,,,
2021-09-22,2.8,925.8,7.7,17.5,11.2,6.8,81,51,11.5,2.4,,,,,,,,
2021-09-23,0,924,8.7,18.1,12.4,8.5,78.8,55,11.1,3.7,,,,,,,,
2021-09-24,9.4,923.6,11.9,14.1,12.4,12.2,96.7,87,6.3,1.9,,,,,,,,
2021-09-25,1.6,923.1,11.4,18,12.9,7.8,90.8,66,null,null,,,,,,,,
2021-09-26,.2,922,13.5,24.5,16.7,12.3,83.1,38,null,null,,,,,,,,
2021-09-27,0,922.9,14.8,27.1,18.6,13.4,80.3,44,7.5,null,,,,,,,,
2021-09-28,0,921.5,14.7,22.2,16.8,14.7,88.1,67,9.9,2.1,,,,,,,,
2021-09-29,7.4,922.1,13.1,16.1,13.4,12.3,98.6,91,6.9,1.3,,,,,,,,
2021-09-30,6,919.2,12.3,20.4,14.8,11.8,85.6,66,13,4.2,,,,,,,,
2021-10-01,36.4,915.6,14.8,19.9,16,13.8,93.3,83,13.1,null,,,,,,,,
2021-10-02,.2,917.2,12.7,19.9,14.3,8.6,90.5,65,5.7,1.8,,,,,,,,
2021-10-03,12.6,914.9,14.5,20.5,15.8,12.7,92.3,74,null,null,,,,,,,,
2021-10-04,6,920.1,9.2,12.8,9.5,8.3,98,87,10.6,1.4,,,,,,,,
2021-10-05,2,922.8,6.2,16.6,9.9,3.9,79.9,53,7.8,null,,,,,,,,
2021-10-06,0,920.3,12.4,19.3,14,9.5,90.1,81,null,null,,,,,,,,
2021-10-07,5.4,922.7,7.5,14.4,9.6,6.3,88,60,10.8,2.2,,,,,,,,
2021-10-08,.2,921.4,9.9,17.1,11.8,6.7,88.3,74,null,null,,,,,,,,
2021-10-09,10.4,921.2,12.1,17.8,14.1,11.6,88.1,74,9.1,null,,,,,,,,
2021-10-10,.2,922.2,12.4,20.5,15.5,12.5,82.5,64,13.5,null,,,,,,,,
2021-10-11,0,922,12.3,19,15.1,12.2,83.5,70,14.3,4.6,,,,,,,,
2021-10-12,2.2,919.7,14.3,22.3,17.1,13.8,83.6,59,8.7,null,,,,,,,,
2021-10-13,.2,917,13.6,25.5,19.1,13.8,73.2,40,9.8,null,,,,,,,,
2021-10-14,.2,912.2,15.1,26.4,20.9,16.7,70.9,50,18,4.7,,,,,,,,
2021-10-15,9.2,917.5,15.3,19.4,16.6,16,92.8,71,10.4,null,,,,,,,,
2021-10-16,39.2,922.9,11.8,13,11.9,11.2,99,99,9.1,2.3,,,,,,,,
2021-10-17,24.4,924.1,9.8,12.4,10.6,8.4,94.6,83,6,null,,,,,,,,
2021-10-18,0,923.9,10.2,19,13,9.2,83.4,64,10.1,2.4,,,,,,,,
2021-10-19,0,925.9,8.1,18.4,12.5,7.7,76.3,49,9,null,,,,,,,,
2021-10-20,0,924.6,8.8,18.8,12.5,8,79.6,50,9.3,null,,,,,,,,
2021-10-21,0,921.1,10.4,20.8,14.6,10.7,77,46,13.5,2.5,,,,,,,,
2021-10-22,0,918.5,11.9,21.7,15.7,10.4,79.8,38,10.1,null,,,,,,,,
2021-10-23,0,913.1,12.5,23,null,13.8,77,51,13.2,null,,,,,,,,
2021-10-24,null,null,null,null,null,null,63.4,48,null,null,,,,,,,,
2021-10-25,null,null,null,null,null,null,52.5,36,11.2,null,,,,,,,,
2021-10-26,null,null,null,27.3,null,14.9,37.5,18,6.9,null,,,,,,,,
2021-10-27,null,null,null,27.1,null,17.1,34.2,21,8.2,null,,,,,,,,
2021-10-28,null,null,null,26.2,null,17.2,55.3,27,10.6,null,,,,,,,,
2021-10-29,null,null,null,25.4,null,15.1,65.8,43,11.3,null,,,,,,,,
2021-10-30,null,null,null,26.1,null,16,74.1,46,14.5,null,,,,,,,,
2021-10-31,null,null,null,25.1,null,15.9,77.6,53,null,null,,,,,,,,
2021-11-01,null,null,null,25.9,null,14.5,71.7,52,8.5,null,,,,,,,,
2021-11-02,0,920.3,15.9,26.2,20.3,15.2,77.5,57,9.3,null,,,,,,,,
2021-11-03,0,917,15.3,22,18.1,16.8,84.3,69,17.1,null,,,,,,,,
2021-11-04,null,916.8,15.4,25.5,null,15.9,73.4,45,8.6,null,,,,,,,,
2021-11-05,0,918,16.3,25.9,19.6,14.9,82.7,53,8,null,,,,,,,,
2021-11-06,.2,920.5,16,21.1,16.9,16.3,94.5,73,null,null,,,,,,,,
2021-11-07,27.6,921,12.2,18.2,13.4,11.1,93.5,70,8.1,1.7,,,,,,,,
2021-11-08,.2,920.5,10.2,19.6,14.1,9,79.8,23,8.6,null,,,,,,,,
2021-11-09,0,922.1,9.6,19.8,13.8,8.3,78.5,51,8.8,null,,,,,,,,
2021-11-10,.2,922.9,10.8,19.9,14,9.4,82.3,60,9.3,null,,,,,,,,
2021-11-11,.2,925.2,11,20.5,15,11.7,77.6,53,9.4,2.3,,,,,,,,
2021-11-12,0,925.3,10.5,21.1,14.9,11.6,76.2,53,10.5,null,,,,,,,,
2021-11-13,0,922.1,10,24.8,16.2,11.2,69.8,37,13.1,3.8,,,,,,,,
2021-11-14,0,920.3,11.3,25.9,17.8,11.5,68,38,11.7,null,,,,,,,,
2021-11-15,0,919.9,12.5,27.5,20,14.5,65.1,27,7.7,2.3,,,,,,,,
2021-11-16,0,919.6,15.3,26.3,20.1,16.6,75.2,49,15.6,3.2,,,,,,,,
2021-11-17,32.4,919,14.5,17.3,14.8,15.7,98.1,93,7.3,1.5,,,,,,,,
2021-11-18,13.6,917.6,11.5,14,11.7,9.8,99,98,5.1,1.4,,,,,,,,
2021-11-19,4.6,920,12.5,15.7,12.8,11.8,98.5,94,5.5,1.3,,,,,,,,
2021-11-20,1.2,922.1,8.4,22.4,15.6,8,67.3,23,6.9,1.6,,,,,,,,
2021-11-21,.2,921.2,7.9,25.9,18.4,11.2,52.8,32,6.6,2.1,,,,,,,,
2021-11-22,0,918,9.3,29.9,21.8,13.9,49,19,9.1,2.1,,,,,,,,
2021-11-23,0,919.7,13.9,23.4,19.2,17.7,72.7,52,7.7,2.1,,,,,,,,
2021-11-24,0,921.3,10.8,24.7,17.1,9.8,69.6,34,9.7,null,,,,,,,,
2021-11-25,0,916.7,14.5,30.8,21.2,15.3,68.7,37,10,3.9,,,,,,,,
2021-11-26,10.2,910.7,16.6,20.4,18,16.8,91.5,78,11.7,null,,,,,,,,
2021-11-27,23.8,913.2,16.6,19.5,17.1,15.8,96.8,89,9.4,2.3,,,,,,,,
2021-11-28,5.6,914.3,16.4,22.4,18.3,14.5,89.4,69,6.1,1.4,,,,,,,,
2021-11-29,0,910.2,13.1,23.9,19.1,15.8,70,45,17.1,4.5,,,,,,,,
2021-11-30,0,913.6,12.2,22.2,18.3,15.3,68.6,48,10,3.3,,,,,,,,
2021-12-01,0,918.1,13.9,18.2,15,14.1,93.4,68,6.8,null,,,,,,,,
2021-12-02,6,919.8,13.1,19.7,14.9,11.3,89.2,73,9.1,1.9,,,,,,,,
2021-12-03,0,919.8,12.4,24,16.7,11.8,77.3,52,10.3,null,,,,,,,,
2021-12-04,0,921.1,14.1,26.6,19,13.8,74.7,41,12.7,3.3,,,,,,,,
2021-12-05,0,921.3,16,23.6,19.2,16.4,81.9,62,8.4,2.7,,,,,,,,
2021-12-06,16,922.2,14.9,20.8,16.8,13.3,89.1,68,null,null,,,,,,,,
2021-12-07,4.2,925,11.5,21.5,16.2,12.4,75.8,46,7.6,null,,,,,,,,
2021-12-08,0,924,11.4,20.5,14.9,10.4,80,60,7.4,null,,,,,,,,
2021-12-09,0,922.4,11.9,21.2,15.2,10.7,80.7,65,9,null,,,,,,,,
2021-12-10,0,918.8,11.7,21.8,15.9,10.7,77.6,57,8.4,null,,,,,,,,
2021-12-11,0,914,14,24.5,17.5,11.7,81.7,53,6.1,null,,,,,,,,
2021-12-12,0,914.4,15.8,26.7,20.8,15.6,74.9,51,6.4,null,,,,,,,,
2021-12-13,0,917.2,17.9,26.9,21.9,18.4,78.8,58,7.5,null,,,,,,,,
2021-12-14,7,917.6,18.6,22.6,19.9,18.7,92,80,null,null,,,,,,,,
2021-12-15,8.4,917.3,18.7,25.3,null,18.5,89,72,null,null,,,,,,,,
2021-12-16,null,null,null,null,null,null,null,77,null,null,,,,,,,,
2021-12-17,null,null,null,null,null,null,null,58,null,null,,,,,,,,
2021-12-18,null,null,null,null,null,null,null,69,null,null,,,,,,,,
2021-12-19,null,null,null,null,null,null,null,40,null,null,,,,,,,,
2021-12-20,null,null,null,null,null,null,null,30,null,null,,,,,,,,
2021-12-21,null,null,null,null,null,null,null,64,null,null,,,,,,,,
2021-12-22,null,null,null,null,null,null,null,63,null,null,,,,,,,,
2021-12-23,null,null,null,null,null,null,null,60,null,null,,,,,,,,
2021-12-24,null,null,null,null,null,null,null,50,null,null,,,,,,,,
2021-12-25,null,null,null,null,null,null,null,34,null,null,,,,,,,,
2021-12-26,null,null,null,null,null,null,null,47,null,null,,,,,,,,
2021-12-27,null,null,null,null,null,null,null,29,null,null,,,,,,,,
2021-12-28,null,null,null,null,null,null,null,51,null,null,,,,,,,,
2021-12-29,null,null,null,null,null,null,null,54,null,null,,,,,,,,
2021-12-30,null,null,null,null,null,null,null,32,null,null,,,,,,,,
2021-12-31,null,null,null,null,null,null,null,34,null,null,,,,,,,,
2022-01-01,null,null,null,null,null,null,null,32,null,null,,,,,,,,
2022-01-02,null,null,null,null,null,null,null,25,null,null,,,,,,,,
2022-01-03,null,null,null,null,null,null,null,44,null,null,,,,,,,,
2022-01-04,null,null,null,null,null,null,null,61,null,null,,,,,,,,
2022-01-05,null,null,null,null,null,null,null,83,null,null,,,,,,,,
2022-01-06,null,null,null,null,null,null,null,64,null,null,,,,,,,,
2022-01-07,null,null,null,null,null,null,null,53,null,null,,,,,,,,
2022-01-08,null,null,null,null,null,null,null,52,null,null,,,,,,,,
2022-01-09,null,null,null,null,null,null,null,45,null,null,,,,,,,,
2022-01-10,null,null,null,null,null,null,null,47,null,null,,,,,,,,
2022-01-11,null,null,null,null,null,null,null,47,null,null,,,,,,,,
2022-01-12,null,null,null,null,null,null,null,29,null,null,,,,,,,,
2022-01-13,null,null,null,null,null,null,null,29,null,null,,,,,,,,
2022-01-14,null,null,null,null,null,null,null,40,null,null,,,,,,,,
2022-01-15,null,null,null,null,null,null,null,50,null,null,,,,,,,,
2022-01-16,null,null,null,null,null,null,null,38,null,null,,,,,,,,
2022-01-17,null,null,null,null,null,null,null,45,null,null,,,,,,,,
2022-01-18,null,null,null,null,null,null,null,62,null,null,,,,,,,,
2022-01-19,null,null,null,null,null,null,null,47,null,null,,,,,,,,
2022-01-20,null,null,null,null,null,null,null,44,null,null,,,,,,,,
2022-01-21,null,null,null,null,null,null,null,35,null,null,,,,,,,,
2022-01-22,null,null,null,null,null,null,null,40,null,null,,,,,,,,
2022-01-23,null,null,null,null,null,null,null,38,null,null,,,,,,,,
2022-01-24,null,null,null,null,null,null,null,55,null,null,,,,,,,,
2022-01-25,null,null,null,null,null,null,null,45,null,null,,,,,,,,
2022-01-26,null,null,null,null,null,null,null,33,null,null,,,,,,,,
2022-01-27,null,null,null,null,null,null,null,98,null,null,,,,,,,,
2022-01-28,null,null,null,null,null,null,null,66,null,null,,,,,,,,
2022-01-29,null,null,null,null,null,null,null,68,null,null,,,,,,,,
2022-01-30,null,null,null,null,null,null,null,67,null,null,,,,,,,,
2022-01-31,null,null,null,null,null,null,null,50,null,null,,,,,,,,
2022-02-01,null,null,null,null,null,null,null,49,null,null,,,,,,,,
2022-02-02,null,null,null,null,null,null,null,43,null,null,,,,,,,,
2022-02-03,null,null,null,null,null,null,null,34,null,null,,,,,,,,
2022-02-04,null,null,null,null,null,null,null,76,null,null,,,,,,,,
2022-02-05,null,null,null,null,null,null,null,66,null,null,,,,,,,,
2022-02-06,null,null,null,null,null,null,null,65,null,null,,,,,,,,
2022-02-07,null,null,null,null,null,null,null,37,null,null,,,,,,,,
2022-02-08,null,null,null,null,null,null,null,57,null,null,,,,,,,,
2022-02-09,null,null,null,null,null,null,null,61,null,null,,,,,,,,
2022-02-10,null,null,null,null,null,null,null,50,null,null,,,,,,,,
2022-02-11,null,null,null,null,null,null,null,50,null,null,,,,,,,,
2022-02-12,null,null,null,null,null,null,null,40,null,null,,,,,,,,
2022-02-13,null,null,null,null,null,null,null,67,null,null,,,,,,,,
2022-02-14,null,null,null,null,null,null,null,35,null,null,,,,,,,,
2022-02-15,null,null,null,null,null,null,null,40,null,null,,,,,,,,
2022-02-16,null,null,null,null,null,null,null,34,null,null,,,,,,,,
2022-02-17,null,null,null,null,null,null,null,50,null,null,,,,,,,,
2022-02-18,null,null,null,null,null,null,null,47,null,null,,,,,,,,
2022-02-19,null,null,null,null,null,null,null,33,null,null,,,,,,,,
2022-02-20,null,null,null,null,null,null,null,31,null,null,,,,,,,,
2022-02-21,null,null,null,null,null,null,null,69,null,null,,,,,,,,
2022-02-22,null,null,null,null,null,null,null,60,null,null,,,,,,,,
2022-02-23,null,null,null,null,null,null,null,62,null,null,,,,,,,,
2022-02-24,null,null,null,null,null,null,null,47,null,null,,,,,,,,
2022-02-25,null,null,null,null,null,null,null,52,null,null,,,,,,,,
2022-02-26,null,null,null,null,null,null,null,56,null,null,,,,,,,,
2022-02-27,null,null,null,null,null,null,null,46,null,null,,,,,,,,
2022-02-28,null,null,null,null,null,null,null,61,null,null,,,,,,,,
2022-03-01,null,null,null,null,null,null,null,null,null,null,,,,,,,,
2022-03-02,null,null,null,null,null,null,null,64,null,null,,,,,,,,
2022-03-03,null,null,null,null,null,null,null,42,null,null,,,,,,,,
2022-03-04,null,null,null,null,null,null,null,53,null,null,,,,,,,,
2022-03-05,null,null,null,null,null,null,null,47,null,null,,,,,,,,
